matrix_column,stem,benchmark_name,model,agent,score_harbor,score_doc,delta,doc_model_matched,doc_agent_matched,doc_metric_used,primary_metric_json,doc_slice_date,doc_source_url,match_status
aider-polyglot,aider_polyglot,Aider Polyglot,gpt-5.4,terminus-2,0.545778,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gpt-5.4,codex,0.779556,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gpt-5-mini,terminus-2,0.365333,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gpt-5-mini,codex,0.534222,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gpt-5-nano,terminus-2,0.139556,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gpt-5-nano,codex,0.094222,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,claude-haiku-4-5-20251001,terminus-2,0.306889,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,claude-haiku-4-5-20251001,claude-code,0.299556,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,claude-sonnet-4-6,terminus-2,0.577778,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,claude-sonnet-4-6,claude-code,0.563556,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,claude-opus-4-6,terminus-2,0.712889,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,claude-opus-4-6,claude-code,0.685333,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gemini-3.1-pro-preview,terminus-2,0.792,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gemini-3.1-pro-preview,gemini-cli,0.88,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gemini-3-flash-preview,terminus-2,0.662667,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,gemini-3-flash-preview,gemini-cli,0.698667,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,deepseek-reasoner,terminus-2,0.536889,0.714,-0.17711100000000002,DeepSeek R1 (0528),aider,pass rate,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,matched_model_agent_mismatch
aider-polyglot,aider_polyglot,Aider Polyglot,deepseek-chat,claude-code,0.539556,0.551,-0.01144400000000001,DeepSeek V3 (0324),aider,pass rate,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,matched_model_agent_mismatch
aider-polyglot,aider_polyglot,Aider Polyglot,kimi-k2.5,terminus-2,0.768,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,kimi-k2.5,claude-code,0.692444,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,MiniMax-M2.5,terminus-2,0.342222,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,MiniMax-M2.5,claude-code,0.311111,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,glm-5,terminus-2,0.543111,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,glm-5,claude-code,0.526222,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,mimo-v2-pro,terminus-2,0.437333,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,mimo-v2-pro,claude-code,,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,qwen3-max,terminus-2,,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aider-polyglot,aider_polyglot,Aider Polyglot,qwen3-max,qwen-coder,,,,,,,pass rate,2025-11-20,https://aider.chat/docs/leaderboards/,no_model_match
aime,aime,AIME,gpt-5.4,terminus-2,0.733333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gpt-5.4,codex,0.986667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gpt-5-mini,terminus-2,0.893333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gpt-5-mini,codex,0.96,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gpt-5-nano,terminus-2,0.786667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gpt-5-nano,codex,0.743333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,claude-haiku-4-5-20251001,terminus-2,0.573056,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,claude-haiku-4-5-20251001,claude-code,0.856667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,claude-sonnet-4-6,terminus-2,0.98,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,claude-sonnet-4-6,claude-code,0.96,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,claude-opus-4-6,terminus-2,0.983333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,claude-opus-4-6,claude-code,0.993333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gemini-3.1-pro-preview,terminus-2,0.986667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gemini-3.1-pro-preview,gemini-cli,0.993333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gemini-3-flash-preview,terminus-2,0.886667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,gemini-3-flash-preview,gemini-cli,0.81,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,deepseek-reasoner,terminus-2,0.946667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,deepseek-chat,claude-code,0.943333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,kimi-k2.5,terminus-2,0.923333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,kimi-k2.5,claude-code,,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,MiniMax-M2.5,terminus-2,0.616667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,MiniMax-M2.5,claude-code,0.683333,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,glm-5,terminus-2,,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,glm-5,claude-code,,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,mimo-v2-pro,terminus-2,,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,mimo-v2-pro,claude-code,0.488611,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,qwen3-max,terminus-2,0.796667,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
aime,aime,AIME,qwen3-max,qwen-coder,0.84,,,,,,accuracy,2026-04,https://www.vals.ai/benchmarks/aime,no_model_match
algotune,algotune,AlgoTune,gpt-5.4,terminus-2,0.23964,0.38087611987235215,-0.14123611987235216,GPT-5.4 (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,gpt-5.4,codex,0.254969,0.38087611987235215,-0.12590711987235215,GPT-5.4 (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,gpt-5-mini,terminus-2,0.192382,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,gpt-5-mini,codex,0.100264,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,gpt-5-nano,terminus-2,0.0,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,gpt-5-nano,codex,0.0,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,claude-haiku-4-5-20251001,terminus-2,0.137075,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,claude-haiku-4-5-20251001,claude-code,0.182812,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,claude-sonnet-4-6,terminus-2,0.316273,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,claude-sonnet-4-6,claude-code,0.333387,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,claude-opus-4-6,terminus-2,0.330583,0.2781151069795546,0.05246789302044541,Claude Opus 4.6 (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,claude-opus-4-6,claude-code,0.304273,0.2781151069795546,0.02615789302044541,Claude Opus 4.6 (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,gemini-3.1-pro-preview,terminus-2,0.250081,0.4128345597955406,-0.16275355979554063,Gemini 3.1 Pro Preview (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,gemini-3.1-pro-preview,gemini-cli,0.31694,0.4128345597955406,-0.09589455979554062,Gemini 3.1 Pro Preview (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,gemini-3-flash-preview,terminus-2,0.195856,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,gemini-3-flash-preview,gemini-cli,0.041508,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,deepseek-reasoner,terminus-2,0.271592,0.3466734987374917,-0.0750814987374917,DeepSeek R1 (high),AlgoTuner,AlgoTune Score,AlgoTune Score,2026-04-20,https://algotune.io/,matched_model_agent_mismatch
algotune,algotune,AlgoTune,deepseek-chat,claude-code,0.262052,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,kimi-k2.5,terminus-2,0.270099,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,kimi-k2.5,claude-code,0.253557,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,MiniMax-M2.5,terminus-2,0.182783,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,MiniMax-M2.5,claude-code,0.183423,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,glm-5,terminus-2,,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,glm-5,claude-code,0.224557,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,mimo-v2-pro,terminus-2,0.227326,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,mimo-v2-pro,claude-code,0.227712,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,qwen3-max,terminus-2,,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
algotune,algotune,AlgoTune,qwen3-max,qwen-coder,,,,,,,AlgoTune Score,2026-04-20,https://algotune.io/,no_model_match
arc-agi-2,arc_agi_2,ARC-AGI-2,gpt-5.4,terminus-2,0.026,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gpt-5.4,codex,0.542,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gpt-5-mini,terminus-2,0.01,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gpt-5-mini,codex,0.018,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gpt-5-nano,terminus-2,0.0,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gpt-5-nano,codex,0.0,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,claude-haiku-4-5-20251001,terminus-2,0.008,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,claude-haiku-4-5-20251001,claude-code,0.06,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,claude-sonnet-4-6,terminus-2,0.178,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,claude-sonnet-4-6,claude-code,0.184,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,claude-opus-4-6,terminus-2,0.371,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,claude-opus-4-6,claude-code,0.438,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gemini-3.1-pro-preview,terminus-2,0.572,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gemini-3.1-pro-preview,gemini-cli,0.738,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gemini-3-flash-preview,terminus-2,0.368,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,gemini-3-flash-preview,gemini-cli,0.392,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,deepseek-reasoner,terminus-2,0.004,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,deepseek-chat,claude-code,0.008,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,kimi-k2.5,terminus-2,,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,kimi-k2.5,claude-code,0.0105,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,MiniMax-M2.5,terminus-2,0.008,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,MiniMax-M2.5,claude-code,0.01,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,glm-5,terminus-2,,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,glm-5,claude-code,,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,mimo-v2-pro,terminus-2,0.028,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,mimo-v2-pro,claude-code,0.006,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,qwen3-max,terminus-2,0.028,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
arc-agi-2,arc_agi_2,ARC-AGI-2,qwen3-max,qwen-coder,0.02,,,,,,accuracy,2026-04-16,https://arcprize.org/leaderboard,no_doc_data
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gpt-5.4,terminus-2,0.725203,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gpt-5.4,codex,0.673171,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gpt-5-mini,terminus-2,0.798374,0.72183,0.07654400000000006,GPT-5-mini-2025-08-07,FC,accuracy (overall),accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,matched_model_agent_mismatch
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gpt-5-mini,codex,0.762602,0.72183,0.04077200000000003,GPT-5-mini-2025-08-07,FC,accuracy (overall),accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,matched_model_agent_mismatch
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gpt-5-nano,terminus-2,0.63252,0.713683,-0.08116299999999999,GPT-5-nano-2025-08-07,FC,accuracy (overall),accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,matched_model_agent_mismatch
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gpt-5-nano,codex,0.621138,0.713683,-0.09254499999999999,GPT-5-nano-2025-08-07,FC,accuracy (overall),accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,matched_model_agent_mismatch
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),claude-haiku-4-5-20251001,terminus-2,0.75935,0.830638,-0.07128800000000002,Claude-Haiku-4-5-20251001,FC,accuracy (overall),accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,matched_model_agent_mismatch
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),claude-haiku-4-5-20251001,claude-code,0.726829,0.830638,-0.10380900000000004,Claude-Haiku-4-5-20251001,FC,accuracy (overall),accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,matched_model_agent_mismatch
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),claude-sonnet-4-6,terminus-2,0.769106,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),claude-sonnet-4-6,claude-code,0.80813,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),claude-opus-4-6,terminus-2,0.762602,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),claude-opus-4-6,claude-code,0.8,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gemini-3.1-pro-preview,terminus-2,0.843902,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gemini-3.1-pro-preview,gemini-cli,,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gemini-3-flash-preview,terminus-2,0.721951,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),gemini-3-flash-preview,gemini-cli,,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),deepseek-reasoner,terminus-2,0.75122,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),deepseek-chat,claude-code,0.765854,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),kimi-k2.5,terminus-2,0.80813,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),kimi-k2.5,claude-code,0.747967,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),MiniMax-M2.5,terminus-2,0.676423,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),MiniMax-M2.5,claude-code,0.712195,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),glm-5,terminus-2,0.806504,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),glm-5,claude-code,0.846341,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),mimo-v2-pro,terminus-2,0.752846,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),mimo-v2-pro,claude-code,0.756098,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),qwen3-max,terminus-2,,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bfcl,bfcl,Berkeley Function Calling Leaderboard (BFCL),qwen3-max,qwen-coder,,,,,,,accuracy,2026-04-12,https://gorilla.cs.berkeley.edu/leaderboard.html,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gpt-5.4,terminus-2,0.38931,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gpt-5.4,codex,0.393103,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gpt-5-mini,terminus-2,0.343793,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gpt-5-mini,codex,0.259655,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gpt-5-nano,terminus-2,0.226207,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gpt-5-nano,codex,0.031839,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,claude-haiku-4-5-20251001,terminus-2,0.366207,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,claude-haiku-4-5-20251001,claude-code,0.3,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,claude-sonnet-4-6,terminus-2,0.41931,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,claude-sonnet-4-6,claude-code,0.384483,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,claude-opus-4-6,terminus-2,0.441379,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,claude-opus-4-6,claude-code,0.401724,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gemini-3.1-pro-preview,terminus-2,0.35931,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gemini-3.1-pro-preview,gemini-cli,0.412759,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gemini-3-flash-preview,terminus-2,0.368276,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,gemini-3-flash-preview,gemini-cli,0.376552,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,deepseek-reasoner,terminus-2,0.368276,,,,,,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,no_model_match
bigcodebench,bigcodebench,BigCodeBench,deepseek-chat,claude-code,0.37931,0.622,-0.24269000000000002,DeepSeek-V3,,calibrated_pass@1_complete,calibrated Pass@1,2026-04-22,https://bigcode-bench.github.io/results.json,matched_model_only_doc_no_agent
