method,rank,holdout_cells,rmse,mae
column_median,0,9520,24.42758765801519,0.7557527941981735
iterative_svd,2,9520,24.42211858607044,0.7565961143614542
row_mean_shrunk,0,9520,117.38927911676171,2.00129828559269
two_way_shrunk,0,9520,117.54158846613906,2.3032010179458147
